Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID140879,140879,2500,23.886,28.505,39.194,0,80,4,0.25,1
ID141421,141421,2518,73.862,40.448,29.832,0,80,4,0.25,1
ID141509,141509,2521,64.382,79.191,38.705,0,80,4,0.25,1
ID141602,141602,2524,25.414,42.062,51.931,0,80,4,0.25,1
ID142351,142351,2549,39.957,64.849,48.4,0,80,4,0.25,1
ID142860,142860,2566,36.401,50.303,45.827,0,80,4,0.25,1
ID143609,143609,2591,48.108,67.892,45.882,0,80,4,0.25,1
ID100032,100032,6,52.393,31.681,1.606,0,100,5,0.25,1
ID100066,100066,13,33.054,56.357,48.024,0,100,5,0.25,1
ID100176,100176,35,31.141,47.012,53.141,0,100,5,0.25,1
ID100226,100226,45,20.812,5.519,37.276,0,100,5,0.25,1
ID100253,100253,50,73.924,44.528,20.516,0,100,5,0.25,1
ID100378,100378,75,28.656,13.367,15.89,0,100,5,0.25,1
ID100411,100411,82,26.131,40.466,21.745,0,100,5,0.25,1
ID100549,100549,109,64.817,73.354,35.362,0,100,5,0.25,1
ID100914,100914,182,31.715,9.866,11.491,0,100,5,0.25,1
ID101163,101163,228,27.101,27.53,35.106,0,100,5,0.25,1
ID101437,101437,273,48.003,14.375,48.187,0,100,5,0.25,1
ID101449,101449,275,55.857,30.235,29.495,0,100,5,0.25,1
ID101514,101514,286,41.93,17.581,6.05,0,100,5,0.25,1
ID101652,101652,309,50.454,77.585,15.408,0,100,5,0.25,1
ID102201,102201,394,20.7,68.74,46.331,0,100,5,0.25,1
ID102216,102216,396,35.849,78.85,5.129,0,100,5,0.25,1
ID102489,102489,435,56.567,63.46,36.103,0,100,5,0.25,1
ID102611,102611,452,31.181,47.018,25.465,0,100,5,0.25,1
ID102695,102695,464,35.328,2.412,50.086,0,100,5,0.25,1
ID102798,102798,479,56.19,10.42,39.135,0,100,5,0.25,1
ID103292,103292,542,63.142,68.99,19.595,0,100,5,0.25,1
ID103452,103452,562,75.82,21.601,51.714,0,100,5,0.25,1
ID103542,103542,573,20.343,30.834,52.134,0,100,5,0.25,1
ID103743,103743,598,43.151,58.472,19.446,0,100,5,0.25,1
ID103804,103804,606,61.027,72.192,43.545,0,100,5,0.25,1
ID104230,104230,656,67.633,5.451,12.299,0,100,5,0.25,1
ID104258,104258,659,48.453,39.818,14.108,0,100,5,0.25,1
ID104354,104354,670,30.457,4.361,13.08,0,100,5,0.25,1
ID104534,104534,690,49.927,23.859,53.418,0,100,5,0.25,1
ID104553,104553,692,43.313,15.223,3.805,0,100,5,0.25,1
ID104831,104831,723,65.454,1.367,33.234,0,100,5,0.25,1
ID104916,104916,732,26.975,6.364,30.877,0,100,5,0.25,1
ID104994,104994,741,47.86,46.262,51.887,0,100,5,0.25,1
ID105005,105005,742,41.791,37.363,17.466,0,100,5,0.25,1
ID105266,105266,770,35.82,24.23,24.924,0,100,5,0.25,1
ID105287,105287,772,38.735,36.003,30.887,0,100,5,0.25,1
ID105486,105486,792,66.524,1.572,20.15,0,100,5,0.25,1
ID105522,105522,796,34.477,17.444,25.701,0,100,5,0.25,1
ID105814,105814,825,26.521,55.753,43.884,0,100,5,0.25,1
ID105994,105994,843,26.922,18.445,8.246,0,100,5,0.25,1
ID106043,106043,848,73.587,56.803,6.976,0,100,5,0.25,1
ID106097,106097,853,53.257,22.457,5.541,0,100,5,0.25,1
ID106142,106142,858,20.716,41.954,0.33,0,100,5,0.25,1
ID106213,106213,865,33.784,74.38,50.902,0,100,5,0.25,1
ID106684,106684,908,70.208,26.887,24.62,0,100,5,0.25,1
ID106903,106903,928,25.359,7.536,51.667,0,100,5,0.25,1
ID107243,107243,959,41.79,5.46,43.944,0,100,5,0.25,1
ID107339,107339,968,56.194,52.626,20.952,0,100,5,0.25,1
ID107590,107590,989,50.48,8.329,34.604,0,100,5,0.25,1
ID107687,107687,997,51.614,8.927,39.723,0,100,5,0.25,1
ID107749,107749,1002,67.077,65.063,44.244,0,100,5,0.25,1
ID108022,108022,1025,55.696,66.306,52.558,0,100,5,0.25,1
ID108182,108182,1038,21.469,32.21,49.206,0,100,5,0.25,1
ID108433,108433,1059,65.598,76.461,36.698,0,100,5,0.25,1
ID109306,109306,1127,74.054,25.088,21.065,0,100,5,0.25,1
ID109383,109383,1133,66.837,20.351,22.867,0,100,5,0.25,1
ID109549,109549,1146,59.267,23.043,14.871,0,100,5,0.25,1
ID109578,109578,1148,65.603,51.817,33.803,0,100,5,0.25,1
ID109645,109645,1153,54.023,23.519,47.928,0,100,5,0.25,1
ID110072,110072,1184,60.018,15.436,5.407,0,100,5,0.25,1
ID110292,110292,1200,62.101,6.274,16.869,0,100,5,0.25,1
ID110436,110436,1210,52.983,13.213,42.143,0,100,5,0.25,1
ID111562,111562,1288,44.408,64.525,33.842,0,100,5,0.25,1
ID111608,111608,1291,58.209,60.552,4.16,0,100,5,0.25,1
ID112057,112057,1321,63.258,21.72,36.618,0,100,5,0.25,1
ID112562,112562,1354,73.085,52.986,4.624,0,100,5,0.25,1
ID112671,112671,1361,43.229,14.427,11.111,0,100,5,0.25,1
ID112772,112772,1367,57.001,56.937,40.1,0,100,5,0.25,1
ID112899,112899,1375,59.165,60.126,29.963,0,100,5,0.25,1
ID113026,113026,1383,32.043,1.849,53.205,0,100,5,0.25,1
ID113183,113183,1393,25.131,74.636,49.692,0,100,5,0.25,1
