Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID113374,113374,1411,72.95,65.182,38.882,0,20,1,0.25,1
ID113901,113901,1444,72.408,5.379,30.516,0,20,1,0.25,1
ID115882,115882,1559,26.779,33.666,42.436,0,20,1,0.25,1
ID116875,116875,1613,55.337,46.425,33.614,0,20,1,0.25,1
ID117141,117141,1627,49.936,41.887,24.256,0,20,1,0.25,1
ID128244,128244,2098,43.644,4.431,14.363,0,20,1,0.25,1
ID130755,130755,2182,66.137,67.09,7.444,0,20,1,0.25,1
ID131264,131264,2199,62.558,25.861,4.003,0,20,1,0.25,1
ID134085,134085,2293,29.875,55.85,4.24,0,20,1,0.25,1
ID134414,134414,2304,28.305,39.956,37.433,0,20,1,0.25,1
ID135824,135824,2351,38.16,50.652,28.802,0,20,1,0.25,1
ID136034,136034,2358,29.803,29.47,17.626,0,20,1,0.25,1
ID137955,137955,2422,63.913,52.457,35.24,0,20,1,0.25,1
ID138675,138675,2446,66.0,56.075,12.915,0,20,1,0.25,1
ID139245,139245,2465,72.359,29.042,16.922,0,20,1,0.25,1
ID100132,100132,26,55.867,8.066,12.628,0,40,2,0.25,1
ID100201,100201,40,34.754,8.486,17.8,0,40,2,0.25,1
ID100737,100737,147,75.497,5.404,2.705,0,40,2,0.25,1
ID100820,100820,164,31.558,22.674,47.376,0,40,2,0.25,1
ID101191,101191,228,33.412,9.045,31.201,0,40,2,0.25,1
ID101267,101267,241,43.674,10.842,45.717,0,40,2,0.25,1
ID101357,101357,256,52.879,72.416,53.17,0,40,2,0.25,1
ID101465,101465,274,69.247,49.715,49.098,0,40,2,0.25,1
ID101508,101508,281,41.86,29.705,4.083,0,40,2,0.25,1
ID101867,101867,341,55.284,44.292,49.249,0,40,2,0.25,1
ID102581,102581,445,75.962,45.614,46.992,0,40,2,0.25,1
ID102768,102768,472,32.732,9.614,13.892,0,40,2,0.25,1
ID102929,102929,495,20.789,43.13,2.523,0,40,2,0.25,1
ID103196,103196,531,39.231,9.269,35.125,0,40,2,0.25,1
ID103292,103292,543,48.559,22.83,9.106,0,40,2,0.25,1
ID103462,103462,564,44.086,31.448,6.121,0,40,2,0.25,1
ID104096,104096,643,22.9,32.47,30.381,0,40,2,0.25,1
ID104323,104323,668,30.206,59.537,4.203,0,40,2,0.25,1
ID105775,105775,823,30.966,27.471,39.812,0,40,2,0.25,1
ID105955,105955,841,30.719,71.217,39.56,0,40,2,0.25,1
ID106559,106559,898,62.173,46.267,41.01,0,40,2,0.25,1
ID106703,106703,911,60.608,59.618,45.987,0,40,2,0.25,1
ID107299,107299,965,59.194,35.679,29.512,0,40,2,0.25,1
ID107335,107335,968,64.239,76.358,38.042,0,40,2,0.25,1
ID108283,108283,1047,50.42,34.867,8.549,0,40,2,0.25,1
ID108293,108293,1048,46.867,41.857,35.885,0,40,2,0.25,1
ID108702,108702,1082,37.59,12.424,43.154,0,40,2,0.25,1
ID109183,109183,1119,47.332,10.93,13.577,0,40,2,0.25,1
ID109403,109403,1136,48.984,16.646,32.073,0,40,2,0.25,1
ID109675,109675,1157,69.538,44.879,26.835,0,40,2,0.25,1
ID109807,109807,1167,24.401,20.477,33.164,0,40,2,0.25,1
ID110363,110363,1208,46.557,47.279,41.397,0,40,2,0.25,1
ID111232,111232,1270,32.532,73.03,50.508,0,40,2,0.25,1
ID111668,111668,1300,28.552,61.016,40.64,0,40,2,0.25,1
ID111968,111968,1320,27.517,79.181,51.2,0,40,2,0.25,1
ID111982,111982,1321,29.77,43.279,51.813,0,40,2,0.25,1
ID112252,112252,1339,39.466,29.547,23.487,0,40,2,0.25,1
ID112357,112357,1346,67.841,46.546,14.035,0,40,2,0.25,1
ID112671,112671,1367,46.613,56.89,39.444,0,40,2,0.25,1
ID113278,113278,1405,64.712,28.427,41.02,0,40,2,0.25,1
ID113375,113375,1411,59.51,65.053,38.896,0,40,2,0.25,1
ID113661,113661,1429,62.014,58.245,44.016,0,40,2,0.25,1
ID113837,113837,1440,42.587,24.869,22.395,0,40,2,0.25,1
ID113902,113902,1444,23.549,5.296,30.511,0,40,2,0.25,1
ID114763,114763,1495,64.081,35.861,34.985,0,40,2,0.25,1
ID115612,115612,1544,43.681,56.132,25.387,0,40,2,0.25,1
ID115883,115883,1559,48.87,33.609,42.437,0,40,2,0.25,1
ID116116,116116,1572,24.687,40.931,50.201,0,40,2,0.25,1
ID116876,116876,1613,53.053,46.431,33.579,0,40,2,0.25,1
ID117142,117142,1627,21.896,41.92,24.282,0,40,2,0.25,1
ID127953,127953,2088,55.742,59.661,25.641,0,40,2,0.25,1
ID128245,128245,2098,67.791,4.384,14.168,0,40,2,0.25,1
ID130756,130756,2182,66.492,67.083,7.384,0,40,2,0.25,1
ID131265,131265,2199,69.058,25.891,4.036,0,40,2,0.25,1
ID131834,131834,2218,39.482,62.909,10.463,0,40,2,0.25,1
ID134086,134086,2293,66.472,55.837,4.2,0,40,2,0.25,1
ID134415,134415,2304,40.528,39.903,37.45,0,40,2,0.25,1
ID134624,134624,2311,47.386,44.787,25.085,0,40,2,0.25,1
ID135825,135825,2351,51.775,50.648,28.812,0,40,2,0.25,1
ID136035,136035,2358,69.066,29.467,17.691,0,40,2,0.25,1
ID136454,136454,2372,37.765,1.949,28.673,0,40,2,0.25,1
ID137414,137414,2404,68.462,73.153,12.35,0,40,2,0.25,1
ID137956,137956,2422,68.583,52.415,35.215,0,40,2,0.25,1
ID138676,138676,2446,59.811,56.097,12.883,0,40,2,0.25,1
ID139246,139246,2465,40.216,28.987,16.89,0,40,2,0.25,1
ID100050,100050,10,20.238,73.239,13.363,0,60,3,0.25,1
ID100133,100133,26,20.897,8.119,12.576,0,60,3,0.25,1
ID100202,100202,40,25.791,8.422,17.664,0,60,3,0.25,1
ID100738,100738,147,23.643,5.389,2.71,0,60,3,0.25,1
ID100821,100821,164,36.075,22.786,47.435,0,60,3,0.25,1
ID101192,101192,228,48.228,9.02,31.164,0,60,3,0.25,1
ID101268,101268,241,64.855,10.792,45.636,0,60,3,0.25,1
ID101358,101358,256,60.134,72.425,53.178,0,60,3,0.25,1
ID101466,101466,274,69.4,49.727,49.116,0,60,3,0.25,1
ID101509,101509,281,62.825,29.756,4.101,0,60,3,0.25,1
ID101868,101868,341,49.297,44.274,49.26,0,60,3,0.25,1
ID102582,102582,445,47.975,45.567,46.969,0,60,3,0.25,1
ID102769,102769,472,36.746,9.615,13.846,0,60,3,0.25,1
ID102930,102930,495,53.165,43.156,2.493,0,60,3,0.25,1
ID103197,103197,531,26.618,9.166,35.042,0,60,3,0.25,1
ID103293,103293,543,47.363,22.872,9.131,0,60,3,0.25,1
ID103463,103463,564,61.77,31.519,6.152,0,60,3,0.25,1
ID103852,103852,613,65.835,36.916,24.255,0,60,3,0.25,1
ID104097,104097,643,70.266,32.51,30.486,0,60,3,0.25,1
ID104324,104324,668,39.018,59.523,4.074,0,60,3,0.25,1
ID104834,104834,725,41.379,74.395,0.734,0,60,3,0.25,1
ID105776,105776,823,63.573,27.474,39.77,0,60,3,0.25,1
ID105956,105956,841,38.167,71.24,39.592,0,60,3,0.25,1
ID106560,106560,898,72.327,46.245,41.023,0,60,3,0.25,1
ID106704,106704,911,55.919,59.606,45.997,0,60,3,0.25,1
ID107300,107300,965,49.668,35.67,29.528,0,60,3,0.25,1
ID107336,107336,968,53.51,76.357,38.099,0,60,3,0.25,1
ID108284,108284,1047,63.111,34.876,8.517,0,60,3,0.25,1
ID108294,108294,1048,30.532,41.854,35.902,0,60,3,0.25,1
ID108703,108703,1082,26.826,12.428,43.273,0,60,3,0.25,1
ID109184,109184,1119,41.802,10.912,13.593,0,60,3,0.25,1
ID109404,109404,1136,56.838,16.605,32.105,0,60,3,0.25,1
ID109676,109676,1157,54.63,44.975,26.821,0,60,3,0.25,1
ID109808,109808,1167,65.497,20.468,33.102,0,60,3,0.25,1
ID110364,110364,1208,42.106,47.264,41.498,0,60,3,0.25,1
ID111233,111233,1270,51.021,73.056,50.454,0,60,3,0.25,1
ID111546,111546,1292,67.719,44.463,46.662,0,60,3,0.25,1
ID111669,111669,1300,75.819,61.031,40.615,0,60,3,0.25,1
ID111969,111969,1320,61.981,79.162,51.194,0,60,3,0.25,1
ID111983,111983,1321,22.363,43.328,51.722,0,60,3,0.25,1
ID112131,112131,1331,63.156,63.499,17.946,0,60,3,0.25,1
ID112253,112253,1339,40.423,29.558,23.519,0,60,3,0.25,1
ID112358,112358,1346,73.303,46.535,14.075,0,60,3,0.25,1
ID112672,112672,1367,56.648,56.948,39.481,0,60,3,0.25,1
ID113279,113279,1405,25.708,28.437,41.046,0,60,3,0.25,1
ID113376,113376,1411,53.827,65.119,38.775,0,60,3,0.25,1
ID113501,113501,1419,50.561,42.493,17.151,0,60,3,0.25,1
ID113662,113662,1429,69.27,58.262,44.059,0,60,3,0.25,1
ID113838,113838,1440,47.487,24.763,22.406,0,60,3,0.25,1
ID113903,113903,1444,24.019,5.288,30.532,0,60,3,0.25,1
ID114678,114678,1490,71.823,38.695,14.163,0,60,3,0.25,1
ID114764,114764,1495,49.454,35.826,34.953,0,60,3,0.25,1
ID115594,115594,1543,70.644,15.073,1.097,0,60,3,0.25,1
ID115613,115613,1544,28.1,56.156,25.368,0,60,3,0.25,1
ID115884,115884,1559,65.225,33.727,42.454,0,60,3,0.25,1
ID116117,116117,1572,34.175,40.945,50.246,0,60,3,0.25,1
ID116877,116877,1613,60.326,46.409,33.59,0,60,3,0.25,1
ID117143,117143,1627,64.23,41.866,24.323,0,60,3,0.25,1
ID117699,117699,1656,32.255,78.576,1.697,0,60,3,0.25,1
ID117959,117959,1669,48.002,52.171,37.335,0,60,3,0.25,1
ID120100,120100,1773,45.719,59.055,34.654,0,60,3,0.25,1
ID123119,123119,1905,44.296,73.478,40.203,0,60,3,0.25,1
ID123652,123652,1927,62.286,75.206,0.1,0,60,3,0.25,1
ID127750,127750,2081,26.135,54.191,26.134,0,60,3,0.25,1
ID127954,127954,2088,30.87,59.645,25.635,0,60,3,0.25,1
ID128246,128246,2098,40.691,4.334,14.184,0,60,3,0.25,1
ID130064,130064,2159,67.191,24.046,52.979,0,60,3,0.25,1
ID130604,130604,2177,46.828,76.592,17.226,0,60,3,0.25,1
ID130757,130757,2182,58.076,67.067,7.409,0,60,3,0.25,1
ID131266,131266,2199,64.621,25.87,4.034,0,60,3,0.25,1
ID131444,131444,2205,58.741,43.06,51.45,0,60,3,0.25,1
ID131835,131835,2218,70.827,62.961,10.48,0,60,3,0.25,1
ID132524,132524,2241,26.598,43.325,51.892,0,60,3,0.25,1
ID134087,134087,2293,23.708,55.843,4.145,0,60,3,0.25,1
ID134416,134416,2304,63.909,39.895,37.423,0,60,3,0.25,1
ID134625,134625,2311,45.229,44.792,25.089,0,60,3,0.25,1
ID135826,135826,2351,60.618,50.673,28.784,0,60,3,0.25,1
ID136036,136036,2358,54.401,29.504,17.709,0,60,3,0.25,1
ID136455,136455,2372,56.484,1.93,28.709,0,60,3,0.25,1
ID137054,137054,2392,48.244,42.641,23.429,0,60,3,0.25,1
ID137415,137415,2404,30.777,73.126,12.439,0,60,3,0.25,1
ID137957,137957,2422,70.001,52.469,35.307,0,60,3,0.25,1
ID138677,138677,2446,66.492,56.083,12.898,0,60,3,0.25,1
ID139247,139247,2465,48.137,28.992,16.868,0,60,3,0.25,1
ID140774,140774,2516,54.637,78.017,20.673,0,60,3,0.25,1
ID142424,142424,2571,45.127,23.065,41.335,0,60,3,0.25,1
ID100051,100051,10,61.964,73.22,13.36,0,80,4,0.25,1
ID100134,100134,26,38.007,8.031,12.495,0,80,4,0.25,1
ID100203,100203,40,23.911,8.479,17.694,0,80,4,0.25,1
ID100739,100739,147,52.693,5.379,2.698,0,80,4,0.25,1
ID100822,100822,164,28.398,22.846,47.503,0,80,4,0.25,1
ID101193,101193,228,72.597,8.999,31.106,0,80,4,0.25,1
ID101269,101269,241,22.318,10.777,45.732,0,80,4,0.25,1
ID101359,101359,256,57.321,72.424,53.171,0,80,4,0.25,1
ID101467,101467,274,38.396,49.735,49.155,0,80,4,0.25,1
ID101510,101510,281,72.237,29.742,4.08,0,80,4,0.25,1
ID101723,101723,317,73.853,3.722,1.895,0,80,4,0.25,1
ID101869,101869,341,55.081,44.289,49.234,0,80,4,0.25,1
ID102320,102320,408,68.55,69.191,1.369,0,80,4,0.25,1
ID102583,102583,445,51.183,45.602,46.988,0,80,4,0.25,1
ID102770,102770,472,47.684,9.597,13.814,0,80,4,0.25,1
ID102931,102931,495,44.634,43.163,2.525,0,80,4,0.25,1
ID102999,102999,505,44.414,72.769,3.456,0,80,4,0.25,1
ID103172,103172,528,75.728,49.314,37.736,0,80,4,0.25,1
ID103198,103198,531,41.6,9.137,34.964,0,80,4,0.25,1
ID103294,103294,543,36.343,22.842,9.092,0,80,4,0.25,1
ID103464,103464,564,75.085,31.545,6.152,0,80,4,0.25,1
ID103716,103716,596,45.057,13.181,32.463,0,80,4,0.25,1
ID103853,103853,613,49.92,36.925,24.328,0,80,4,0.25,1
ID104098,104098,643,42.29,32.501,30.45,0,80,4,0.25,1
ID104325,104325,668,42.655,59.466,3.979,0,80,4,0.25,1
ID104835,104835,725,35.952,74.346,0.735,0,80,4,0.25,1
ID105777,105777,823,23.062,27.431,39.76,0,80,4,0.25,1
ID105957,105957,841,68.232,71.225,39.569,0,80,4,0.25,1
ID106283,106283,873,23.194,9.749,16.241,0,80,4,0.25,1
ID106561,106561,898,46.354,46.22,41.011,0,80,4,0.25,1
ID106705,106705,911,62.885,59.692,45.954,0,80,4,0.25,1
ID107301,107301,965,44.104,35.654,29.538,0,80,4,0.25,1
ID107337,107337,968,74.103,76.423,38.119,0,80,4,0.25,1
ID108285,108285,1047,68.629,34.872,8.513,0,80,4,0.25,1
ID108295,108295,1048,57.854,41.841,35.869,0,80,4,0.25,1
ID108533,108533,1068,25.813,45.986,10.029,0,80,4,0.25,1
ID108704,108704,1082,52.98,12.416,43.28,0,80,4,0.25,1
ID108752,108752,1086,56.051,69.692,26.209,0,80,4,0.25,1
ID109185,109185,1119,40.551,10.898,13.57,0,80,4,0.25,1
ID109405,109405,1136,72.364,16.589,32.206,0,80,4,0.25,1
ID109677,109677,1157,35.774,44.926,26.771,0,80,4,0.25,1
ID109809,109809,1167,61.962,20.477,33.119,0,80,4,0.25,1
ID110365,110365,1208,53.39,47.291,41.549,0,80,4,0.25,1
ID111234,111234,1270,20.2,73.063,50.511,0,80,4,0.25,1
ID111547,111547,1292,40.378,44.483,46.69,0,80,4,0.25,1
ID111670,111670,1300,29.706,61.065,40.614,0,80,4,0.25,1
ID111711,111711,1303,54.095,54.792,41.413,0,80,4,0.25,1
ID111970,111970,1320,59.064,79.17,51.2,0,80,4,0.25,1
ID111984,111984,1321,38.994,43.309,51.753,0,80,4,0.25,1
ID112132,112132,1331,69.102,63.494,17.967,0,80,4,0.25,1
ID112254,112254,1339,29.169,29.575,23.492,0,80,4,0.25,1
ID112359,112359,1346,41.586,46.521,14.061,0,80,4,0.25,1
ID112673,112673,1367,69.493,56.914,39.587,0,80,4,0.25,1
ID113280,113280,1405,55.726,28.423,41.021,0,80,4,0.25,1
ID113377,113377,1411,31.527,65.203,38.71,0,80,4,0.25,1
ID113502,113502,1419,37.11,42.457,17.126,0,80,4,0.25,1
ID113663,113663,1429,66.075,58.262,44.017,0,80,4,0.25,1
ID113839,113839,1440,55.879,24.68,22.39,0,80,4,0.25,1
ID113904,113904,1444,37.932,5.294,30.509,0,80,4,0.25,1
ID114117,114117,1457,46.571,66.365,31.863,0,80,4,0.25,1
ID114679,114679,1490,61.669,38.701,14.128,0,80,4,0.25,1
ID114765,114765,1495,24.104,35.864,35.011,0,80,4,0.25,1
ID115188,115188,1520,21.711,43.803,36.517,0,80,4,0.25,1
ID115595,115595,1543,38.803,15.084,1.096,0,80,4,0.25,1
ID115614,115614,1544,52.619,56.087,25.37,0,80,4,0.25,1
ID115885,115885,1559,72.107,33.677,42.435,0,80,4,0.25,1
ID116118,116118,1572,39.147,40.817,50.121,0,80,4,0.25,1
ID116878,116878,1613,33.733,46.451,33.589,0,80,4,0.25,1
ID117144,117144,1627,26.281,41.916,24.277,0,80,4,0.25,1
ID117700,117700,1656,31.501,78.508,1.687,0,80,4,0.25,1
ID117899,117899,1666,51.352,32.938,19.692,0,80,4,0.25,1
ID117960,117960,1669,31.8,52.08,37.381,0,80,4,0.25,1
ID120101,120101,1773,59.9,59.057,34.676,0,80,4,0.25,1
ID120606,120606,1796,51.793,70.542,12.825,0,80,4,0.25,1
ID122639,122639,1885,44.818,15.124,46.435,0,80,4,0.25,1
ID123120,123120,1905,75.334,73.52,40.234,0,80,4,0.25,1
ID123653,123653,1927,27.638,75.235,0.144,0,80,4,0.25,1
ID127751,127751,2081,30.909,54.179,26.122,0,80,4,0.25,1
ID127955,127955,2088,59.862,59.672,25.628,0,80,4,0.25,1
ID128127,128127,2094,51.009,12.97,15.093,0,80,4,0.25,1
ID128247,128247,2098,72.434,4.371,14.192,0,80,4,0.25,1
ID128564,128564,2109,51.133,69.019,41.614,0,80,4,0.25,1
ID129734,129734,2148,55.357,64.687,51.434,0,80,4,0.25,1
ID129944,129944,2155,51.562,32.206,26.471,0,80,4,0.25,1
ID130065,130065,2159,48.177,24.039,52.976,0,80,4,0.25,1
ID130605,130605,2177,26.719,76.62,17.266,0,80,4,0.25,1
ID130758,130758,2182,37.039,67.108,7.416,0,80,4,0.25,1
ID131267,131267,2199,69.504,25.897,4.016,0,80,4,0.25,1
ID131445,131445,2205,67.544,43.015,51.528,0,80,4,0.25,1
ID131594,131594,2210,41.573,54.88,3.087,0,80,4,0.25,1
ID131836,131836,2218,41.532,62.932,10.471,0,80,4,0.25,1
ID132525,132525,2241,28.889,43.303,51.9,0,80,4,0.25,1
ID134088,134088,2293,25.531,55.828,4.201,0,80,4,0.25,1
ID134417,134417,2304,66.701,39.947,37.427,0,80,4,0.25,1
ID134626,134626,2311,69.523,44.798,25.099,0,80,4,0.25,1
ID135827,135827,2351,39.511,50.684,28.799,0,80,4,0.25,1
ID136037,136037,2358,42.506,29.444,17.691,0,80,4,0.25,1
ID136456,136456,2372,62.527,1.93,28.689,0,80,4,0.25,1
ID137055,137055,2392,32.537,42.631,23.477,0,80,4,0.25,1
ID137416,137416,2404,30.242,73.055,12.401,0,80,4,0.25,1
ID137958,137958,2422,38.766,52.511,35.267,0,80,4,0.25,1
ID138678,138678,2446,42.162,56.091,12.919,0,80,4,0.25,1
ID139248,139248,2465,52.728,29.007,16.848,0,80,4,0.25,1
ID139754,139754,2482,49.097,2.88,3.702,0,80,4,0.25,1
ID140775,140775,2516,45.339,78.004,20.645,0,80,4,0.25,1
ID142425,142425,2571,41.877,23.05,41.349,0,80,4,0.25,1
ID100052,100052,10,44.692,73.249,13.343,0,100,5,0.25,1
ID100204,100204,40,48.373,8.594,17.707,0,100,5,0.25,1
ID100310,100310,62,33.727,47.507,24.972,0,100,5,0.25,1
ID100730,100730,146,29.867,70.117,46.542,0,100,5,0.25,1
ID100765,100765,153,43.224,28.91,7.961,0,100,5,0.25,1
ID100823,100823,164,64.686,22.892,47.577,0,100,5,0.25,1
ID101194,101194,228,52.461,8.995,31.101,0,100,5,0.25,1
ID101270,101270,241,36.583,10.773,45.666,0,100,5,0.25,1
ID101360,101360,256,73.997,72.415,53.185,0,100,5,0.25,1
ID101468,101468,274,40.617,49.742,49.128,0,100,5,0.25,1
ID101511,101511,281,26.585,29.837,4.092,0,100,5,0.25,1
ID101724,101724,317,21.408,3.738,1.915,0,100,5,0.25,1
ID101870,101870,341,53.49,44.307,49.218,0,100,5,0.25,1
ID102321,102321,408,63.066,69.194,1.352,0,100,5,0.25,1
ID102467,102467,429,24.961,42.468,11.729,0,100,5,0.25,1
ID102584,102584,445,51.236,45.576,46.948,0,100,5,0.25,1
ID102771,102771,472,27.943,9.623,13.903,0,100,5,0.25,1
ID102932,102932,495,74.35,43.158,2.534,0,100,5,0.25,1
ID102950,102950,498,53.085,42.861,52.787,0,100,5,0.25,1
ID102992,102992,504,31.534,33.15,53.108,0,100,5,0.25,1
ID103000,103000,505,43.049,72.766,3.451,0,100,5,0.25,1
ID103173,103173,528,74.544,49.249,37.722,0,100,5,0.25,1
ID103199,103199,531,44.091,9.19,35.029,0,100,5,0.25,1
ID103295,103295,543,22.963,22.882,9.097,0,100,5,0.25,1
ID103465,103465,564,24.484,31.497,6.16,0,100,5,0.25,1
ID103668,103668,590,34.678,48.34,37.519,0,100,5,0.25,1
ID103717,103717,596,44.174,13.348,32.394,0,100,5,0.25,1
ID103812,103812,608,53.858,55.327,18.432,0,100,5,0.25,1
ID103854,103854,613,43.995,36.89,24.318,0,100,5,0.25,1
ID104099,104099,643,26.671,32.523,30.507,0,100,5,0.25,1
ID104258,104258,661,60.642,49.441,3.851,0,100,5,0.25,1
ID104326,104326,668,60.943,59.505,3.989,0,100,5,0.25,1
ID104836,104836,725,51.666,74.315,0.709,0,100,5,0.25,1
ID104924,104924,735,38.181,60.144,45.387,0,100,5,0.25,1
ID105525,105525,798,50.682,59.392,47.444,0,100,5,0.25,1
ID105778,105778,823,72.413,27.442,39.793,0,100,5,0.25,1
ID105835,105835,829,50.42,59.311,0.256,0,100,5,0.25,1
ID105958,105958,841,37.604,71.226,39.553,0,100,5,0.25,1
ID105995,105995,845,61.613,41.469,25.003,0,100,5,0.25,1
ID106284,106284,873,61.617,9.742,16.269,0,100,5,0.25,1
ID106562,106562,898,35.965,46.228,41.025,0,100,5,0.25,1
ID106706,106706,911,65.513,59.726,45.983,0,100,5,0.25,1
ID106745,106745,915,72.032,25.543,45.198,0,100,5,0.25,1
ID107163,107163,953,71.444,71.445,23.082,0,100,5,0.25,1
ID107302,107302,965,45.237,35.658,29.532,0,100,5,0.25,1
ID107338,107338,968,44.629,76.415,38.11,0,100,5,0.25,1
ID108041,108041,1027,72.091,77.398,43.886,0,100,5,0.25,1
ID108286,108286,1047,29.555,34.877,8.547,0,100,5,0.25,1
ID108296,108296,1048,50.024,41.792,35.866,0,100,5,0.25,1
ID108534,108534,1068,47.95,45.969,10.019,0,100,5,0.25,1
ID108705,108705,1082,71.468,12.376,43.208,0,100,5,0.25,1
ID108753,108753,1086,73.593,69.765,26.209,0,100,5,0.25,1
ID109186,109186,1119,36.045,10.913,13.572,0,100,5,0.25,1
ID109406,109406,1136,66.163,16.558,32.201,0,100,5,0.25,1
ID109636,109636,1154,67.505,42.141,35.28,0,100,5,0.25,1
ID109678,109678,1157,49.601,44.986,26.777,0,100,5,0.25,1
ID109810,109810,1167,28.274,20.519,33.142,0,100,5,0.25,1
ID110366,110366,1208,58.743,47.287,41.445,0,100,5,0.25,1
ID110419,110419,1212,40.3,42.766,23.143,0,100,5,0.25,1
ID111235,111235,1270,65.686,73.076,50.518,0,100,5,0.25,1
ID111548,111548,1292,64.797,44.445,46.656,0,100,5,0.25,1
ID111671,111671,1300,25.19,61.072,40.611,0,100,5,0.25,1
ID111712,111712,1303,33.835,54.795,41.368,0,100,5,0.25,1
ID111971,111971,1320,71.509,79.186,51.227,0,100,5,0.25,1
ID111985,111985,1321,68.409,43.208,51.733,0,100,5,0.25,1
ID112133,112133,1331,20.74,63.504,18.013,0,100,5,0.25,1
ID112255,112255,1339,22.742,29.566,23.524,0,100,5,0.25,1
ID112360,112360,1346,63.972,46.558,14.06,0,100,5,0.25,1
ID112641,112641,1365,60.347,59.721,36.91,0,100,5,0.25,1
ID112674,112674,1367,57.699,56.884,39.6,0,100,5,0.25,1
ID113281,113281,1405,40.591,28.455,41.015,0,100,5,0.25,1
ID113378,113378,1411,67.555,65.144,38.769,0,100,5,0.25,1
ID113503,113503,1419,28.789,42.461,17.139,0,100,5,0.25,1
ID113664,113664,1429,34.05,58.269,44.022,0,100,5,0.25,1
ID113840,113840,1440,41.643,24.653,22.353,0,100,5,0.25,1
ID113905,113905,1444,28.604,5.259,30.533,0,100,5,0.25,1
ID114118,114118,1457,64.192,66.433,31.901,0,100,5,0.25,1
ID114236,114236,1464,75.827,31.706,53.0,0,100,5,0.25,1
ID114680,114680,1490,44.448,38.643,14.13,0,100,5,0.25,1
ID114766,114766,1495,45.061,35.873,34.943,0,100,5,0.25,1
ID115189,115189,1520,68.512,43.801,36.56,0,100,5,0.25,1
ID115256,115256,1524,68.224,20.673,38.945,0,100,5,0.25,1
ID115596,115596,1543,47.927,15.064,1.084,0,100,5,0.25,1
