Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID115498,115498,1514,63.424,35.973,21.302,0,40,2,0.25,1
ID116699,116699,1577,48.013,78.259,16.6,0,40,2,0.25,1
ID117258,117258,1605,64.63,13.483,13.981,0,40,2,0.25,1
ID117320,117320,1608,24.463,55.442,10.975,0,40,2,0.25,1
ID121132,121132,1783,27.287,12.347,48.032,0,40,2,0.25,1
ID123226,123226,1869,48.246,36.585,45.149,0,40,2,0.25,1
ID123499,123499,1880,36.213,56.167,23.497,0,40,2,0.25,1
ID124253,124253,1909,42.188,69.075,34.299,0,40,2,0.25,1
ID124880,124880,1933,20.559,72.263,8.761,0,40,2,0.25,1
ID126724,126724,2000,24.692,61.66,44.917,0,40,2,0.25,1
ID127333,127333,2021,25.374,37.294,34.467,0,40,2,0.25,1
ID127564,127564,2029,32.378,51.421,41.626,0,40,2,0.25,1
ID127983,127983,2043,38.353,20.041,32.142,0,40,2,0.25,1
ID128224,128224,2051,58.002,49.445,53.402,0,40,2,0.25,1
ID129424,129424,2091,57.843,30.592,37.697,0,40,2,0.25,1
ID132543,132543,2195,26.689,30.583,25.566,0,40,2,0.25,1
ID134013,134013,2244,60.577,30.237,18.008,0,40,2,0.25,1
ID135453,135453,2292,24.906,45.82,5.53,0,40,2,0.25,1
ID135693,135693,2300,41.816,66.09,15.857,0,40,2,0.25,1
ID137972,137972,2376,37.378,75.084,50.933,0,40,2,0.25,1
ID140404,140404,2457,68.372,62.143,6.607,0,40,2,0.25,1
ID141483,141483,2493,48.075,58.999,22.667,0,40,2,0.25,1
ID142322,142322,2521,65.175,34.761,28.204,0,40,2,0.25,1
ID143344,143344,2555,74.823,51.584,41.803,0,40,2,0.25,1
ID100048,100048,9,68.218,61.803,45.403,0,60,3,0.25,1
ID100125,100125,25,47.709,18.061,1.771,0,60,3,0.25,1
ID100141,100141,28,31.992,63.206,37.526,0,60,3,0.25,1
ID100183,100183,36,31.983,71.293,32.314,0,60,3,0.25,1
ID100212,100212,42,64.73,57.785,9.001,0,60,3,0.25,1
ID100401,100401,80,26.82,65.296,9.243,0,60,3,0.25,1
ID100573,100573,114,43.826,49.2,36.232,0,60,3,0.25,1
ID101170,101170,226,39.044,32.837,4.23,0,60,3,0.25,1
ID101177,101177,227,38.956,27.824,30.459,0,60,3,0.25,1
ID101247,101247,239,21.901,31.252,44.932,0,60,3,0.25,1
ID101450,101450,273,52.088,32.894,33.526,0,60,3,0.25,1
ID101468,101468,276,65.08,78.956,29.002,0,60,3,0.25,1
ID101564,101564,292,30.789,1.498,20.518,0,60,3,0.25,1
ID101609,101609,299,30.797,76.422,7.468,0,60,3,0.25,1
ID101723,101723,318,45.71,35.27,15.744,0,60,3,0.25,1
ID101914,101914,349,38.424,53.998,15.267,0,60,3,0.25,1
ID102042,102042,367,26.294,14.077,43.586,0,60,3,0.25,1
ID102162,102162,384,39.21,57.255,5.323,0,60,3,0.25,1
ID102496,102496,432,72.729,20.046,46.764,0,60,3,0.25,1
ID102546,102546,439,54.496,15.287,39.533,0,60,3,0.25,1
ID102608,102608,448,66.5,68.097,53.319,0,60,3,0.25,1
ID102803,102803,476,35.958,12.67,21.951,0,60,3,0.25,1
ID103407,103407,552,29.709,50.301,51.355,0,60,3,0.25,1
ID103535,103535,568,72.968,57.884,27.9,0,60,3,0.25,1
ID103548,103548,570,74.83,55.216,42.536,0,60,3,0.25,1
ID103654,103654,583,31.271,30.248,47.997,0,60,3,0.25,1
ID103829,103829,605,37.709,31.644,41.022,0,60,3,0.25,1
ID103890,103890,612,69.316,71.465,6.893,0,60,3,0.25,1
ID105118,105118,747,74.406,15.488,16.939,0,60,3,0.25,1
ID105176,105176,753,32.934,54.473,54.364,0,60,3,0.25,1
ID105186,105186,754,57.344,60.106,5.814,0,60,3,0.25,1
ID105859,105859,821,67.466,14.648,2.1,0,60,3,0.25,1
ID105948,105948,830,42.449,29.289,53.475,0,60,3,0.25,1
ID105969,105969,832,53.204,49.279,54.256,0,60,3,0.25,1
ID106275,106275,862,54.977,78.908,9.074,0,60,3,0.25,1
ID106307,106307,865,41.769,10.287,45.147,0,60,3,0.25,1
ID106485,106485,881,52.778,74.503,25.474,0,60,3,0.25,1
ID106508,106508,883,27.108,20.701,3.453,0,60,3,0.25,1
ID107222,107222,948,26.225,19.9,46.671,0,60,3,0.25,1
ID107766,107766,994,44.207,54.359,2.207,0,60,3,0.25,1
ID108776,108776,1076,46.248,42.869,45.491,0,60,3,0.25,1
ID109516,109516,1133,36.539,75.768,35.728,0,60,3,0.25,1
ID110013,110013,1170,40.757,48.399,10.855,0,60,3,0.25,1
ID110040,110040,1172,34.318,15.799,39.475,0,60,3,0.25,1
ID110533,110533,1207,60.958,65.56,2.929,0,60,3,0.25,1
ID110880,110880,1232,64.428,46.572,14.427,0,60,3,0.25,1
ID110936,110936,1236,63.837,52.815,53.375,0,60,3,0.25,1
ID111909,111909,1301,37.162,72.399,2.25,0,60,3,0.25,1
ID113840,113840,1420,25.81,31.82,47.39,0,60,3,0.25,1
ID114094,114094,1435,48.483,54.195,50.212,0,60,3,0.25,1
ID114299,114299,1447,53.548,19.332,30.585,0,60,3,0.25,1
ID115391,115391,1508,60.63,55.616,47.658,0,60,3,0.25,1
ID115499,115499,1514,69.564,35.923,21.269,0,60,3,0.25,1
ID116700,116700,1577,27.806,78.219,16.517,0,60,3,0.25,1
ID117259,117259,1605,36.28,13.487,13.999,0,60,3,0.25,1
ID117321,117321,1608,72.02,55.456,10.932,0,60,3,0.25,1
ID117660,117660,1625,66.766,50.887,52.867,0,60,3,0.25,1
ID121133,121133,1783,62.02,12.331,48.004,0,60,3,0.25,1
ID123227,123227,1869,35.056,36.562,45.155,0,60,3,0.25,1
ID123500,123500,1880,70.911,56.21,23.512,0,60,3,0.25,1
ID124254,124254,1909,66.63,69.043,34.331,0,60,3,0.25,1
ID124881,124881,1933,60.936,72.256,8.672,0,60,3,0.25,1
ID126725,126725,2000,42.243,61.685,44.96,0,60,3,0.25,1
ID126781,126781,2002,24.053,15.141,12.642,0,60,3,0.25,1
ID127334,127334,2021,23.591,37.24,34.441,0,60,3,0.25,1
ID127565,127565,2029,34.512,51.402,41.613,0,60,3,0.25,1
ID127984,127984,2043,57.548,20.046,32.175,0,60,3,0.25,1
ID128225,128225,2051,47.966,49.434,53.408,0,60,3,0.25,1
ID129425,129425,2091,40.792,30.61,37.678,0,60,3,0.25,1
ID129512,129512,2094,52.291,29.302,6.045,0,60,3,0.25,1
ID132544,132544,2195,28.2,30.556,25.565,0,60,3,0.25,1
ID134014,134014,2244,60.45,30.213,17.989,0,60,3,0.25,1
ID135454,135454,2292,47.445,45.843,5.508,0,60,3,0.25,1
ID135694,135694,2300,43.134,66.052,15.844,0,60,3,0.25,1
ID137973,137973,2376,67.988,75.073,51.071,0,60,3,0.25,1
ID140405,140405,2457,20.334,62.215,6.594,0,60,3,0.25,1
ID141484,141484,2493,51.458,59.056,22.705,0,60,3,0.25,1
ID142323,142323,2521,73.124,34.763,28.227,0,60,3,0.25,1
ID142772,142772,2536,61.156,25.862,43.318,0,60,3,0.25,1
ID143345,143345,2555,36.114,51.552,41.788,0,60,3,0.25,1
ID100049,100049,9,45.887,61.835,45.383,0,80,4,0.25,1
ID100126,100126,25,34.36,18.086,1.796,0,80,4,0.25,1
ID100142,100142,28,28.539,63.199,37.596,0,80,4,0.25,1
ID100184,100184,36,69.807,71.298,32.306,0,80,4,0.25,1
ID100213,100213,42,30.758,57.772,9.007,0,80,4,0.25,1
ID100402,100402,80,35.593,65.313,9.218,0,80,4,0.25,1
ID100574,100574,114,60.739,49.183,36.23,0,80,4,0.25,1
ID100615,100615,123,53.939,35.085,23.32,0,80,4,0.25,1
ID100705,100705,141,68.937,51.492,43.639,0,80,4,0.25,1
ID100910,100910,182,54.443,13.437,26.126,0,80,4,0.25,1
ID101171,101171,226,47.285,32.84,4.226,0,80,4,0.25,1
ID101178,101178,227,44.242,27.742,30.55,0,80,4,0.25,1
ID101248,101248,239,58.203,31.281,44.907,0,80,4,0.25,1
ID101451,101451,273,25.087,32.865,33.585,0,80,4,0.25,1
ID101469,101469,276,68.753,78.951,28.987,0,80,4,0.25,1
ID101565,101565,292,47.917,1.47,20.547,0,80,4,0.25,1
ID101610,101610,299,70.322,76.396,7.455,0,80,4,0.25,1
ID101724,101724,318,66.367,35.242,15.766,0,80,4,0.25,1
ID101915,101915,349,36.462,54.079,15.24,0,80,4,0.25,1
ID102043,102043,367,65.443,14.063,43.58,0,80,4,0.25,1
ID102163,102163,384,61.556,57.288,5.329,0,80,4,0.25,1
ID102250,102250,397,59.845,40.261,26.042,0,80,4,0.25,1
ID102497,102497,432,42.453,20.035,46.807,0,80,4,0.25,1
ID102547,102547,439,39.539,15.223,39.526,0,80,4,0.25,1
ID102609,102609,448,25.541,68.034,53.324,0,80,4,0.25,1
ID102804,102804,476,24.009,12.683,21.976,0,80,4,0.25,1
ID103408,103408,552,29.773,50.336,51.436,0,80,4,0.25,1
ID103536,103536,568,31.697,57.98,27.794,0,80,4,0.25,1
ID103549,103549,570,63.211,55.184,42.51,0,80,4,0.25,1
ID103655,103655,583,23.422,30.266,48.005,0,80,4,0.25,1
ID103830,103830,605,34.049,31.633,41.066,0,80,4,0.25,1
ID103891,103891,612,66.118,71.544,6.847,0,80,4,0.25,1
ID103943,103943,618,64.194,69.95,35.242,0,80,4,0.25,1
ID104024,104024,627,22.974,3.726,54.689,0,80,4,0.25,1
ID105119,105119,747,50.315,15.438,16.914,0,80,4,0.25,1
ID105177,105177,753,53.447,54.476,54.427,0,80,4,0.25,1
ID105187,105187,754,40.007,60.073,5.792,0,80,4,0.25,1
ID105860,105860,821,49.643,14.655,2.077,0,80,4,0.25,1
ID105949,105949,830,58.303,29.281,53.455,0,80,4,0.25,1
ID105970,105970,832,40.446,49.247,54.222,0,80,4,0.25,1
ID106276,106276,862,47.468,78.91,9.051,0,80,4,0.25,1
ID106308,106308,865,70.53,10.316,45.115,0,80,4,0.25,1
ID106486,106486,881,31.749,74.496,25.453,0,80,4,0.25,1
ID106509,106509,883,25.087,20.697,3.452,0,80,4,0.25,1
ID106604,106604,892,22.737,18.082,12.62,0,80,4,0.25,1
ID107223,107223,948,31.691,19.828,46.638,0,80,4,0.25,1
ID107767,107767,994,26.462,54.316,2.176,0,80,4,0.25,1
ID108777,108777,1076,31.773,42.881,45.452,0,80,4,0.25,1
ID109517,109517,1133,27.471,75.715,35.714,0,80,4,0.25,1
ID110014,110014,1170,27.393,48.348,10.841,0,80,4,0.25,1
ID110041,110041,1172,32.178,15.86,39.466,0,80,4,0.25,1
ID110534,110534,1207,20.161,65.63,2.812,0,80,4,0.25,1
ID110881,110881,1232,75.46,46.581,14.437,0,80,4,0.25,1
ID110937,110937,1236,69.907,52.788,53.4,0,80,4,0.25,1
ID111682,111682,1286,45.013,15.144,47.083,0,80,4,0.25,1
ID111910,111910,1301,60.724,72.334,2.153,0,80,4,0.25,1
ID112127,112127,1315,40.458,37.323,29.395,0,80,4,0.25,1
ID112383,112383,1331,64.447,40.643,2.714,0,80,4,0.25,1
ID113601,113601,1406,32.074,7.08,49.232,0,80,4,0.25,1
ID113841,113841,1420,66.843,31.822,47.391,0,80,4,0.25,1
ID114095,114095,1435,65.281,54.259,50.217,0,80,4,0.25,1
ID114300,114300,1447,70.386,19.335,30.604,0,80,4,0.25,1
ID115392,115392,1508,63.217,55.602,47.673,0,80,4,0.25,1
ID115444,115444,1511,62.896,55.459,14.294,0,80,4,0.25,1
ID115500,115500,1514,66.064,35.984,21.288,0,80,4,0.25,1
ID116701,116701,1577,52.189,78.156,16.575,0,80,4,0.25,1
ID117260,117260,1605,46.694,13.517,13.998,0,80,4,0.25,1
ID117322,117322,1608,64.961,55.464,10.969,0,80,4,0.25,1
ID117438,117438,1614,50.404,47.173,52.854,0,80,4,0.25,1
ID117661,117661,1625,49.685,50.912,52.793,0,80,4,0.25,1
ID118731,118731,1676,68.581,38.476,36.255,0,80,4,0.25,1
ID119235,119235,1699,56.114,38.194,41.794,0,80,4,0.25,1
ID120671,120671,1763,65.44,48.601,40.287,0,80,4,0.25,1
ID121134,121134,1783,60.002,12.392,48.038,0,80,4,0.25,1
ID123228,123228,1869,34.529,36.577,45.16,0,80,4,0.25,1
ID123501,123501,1880,38.483,56.212,23.515,0,80,4,0.25,1
ID124255,124255,1909,64.391,69.085,34.309,0,80,4,0.25,1
ID124882,124882,1933,31.912,72.285,8.641,0,80,4,0.25,1
ID125015,125015,1938,67.234,44.71,10.185,0,80,4,0.25,1
ID126726,126726,2000,56.711,61.662,44.885,0,80,4,0.25,1
ID126782,126782,2002,25.821,15.155,12.643,0,80,4,0.25,1
ID126810,126810,2003,29.679,8.544,30.269,0,80,4,0.25,1
ID127335,127335,2021,24.581,37.22,34.498,0,80,4,0.25,1
ID127566,127566,2029,68.817,51.399,41.622,0,80,4,0.25,1
ID127985,127985,2043,40.195,20.048,32.142,0,80,4,0.25,1
ID128226,128226,2051,35.663,49.456,53.367,0,80,4,0.25,1
ID129426,129426,2091,21.7,30.599,37.738,0,80,4,0.25,1
ID129513,129513,2094,31.141,29.344,6.011,0,80,4,0.25,1
ID132545,132545,2195,50.931,30.573,25.541,0,80,4,0.25,1
ID133592,133592,2230,66.537,61.938,47.471,0,80,4,0.25,1
ID134015,134015,2244,60.874,30.208,17.989,0,80,4,0.25,1
ID135455,135455,2292,67.943,45.825,5.475,0,80,4,0.25,1
ID135695,135695,2300,45.699,65.918,15.894,0,80,4,0.25,1
ID137974,137974,2376,29.568,75.135,51.062,0,80,4,0.25,1
ID139742,139742,2435,52.793,22.649,28.167,0,80,4,0.25,1
ID140406,140406,2457,23.628,62.126,6.504,0,80,4,0.25,1
ID141485,141485,2493,74.536,59.044,22.665,0,80,4,0.25,1
ID142324,142324,2521,71.78,34.785,28.25,0,80,4,0.25,1
ID142773,142773,2536,59.095,25.841,43.309,0,80,4,0.25,1
ID143252,143252,2552,54.834,74.086,19.23,0,80,4,0.25,1
ID143346,143346,2555,40.66,51.584,41.78,0,80,4,0.25,1
ID100127,100127,25,63.913,18.085,1.774,0,100,5,0.25,1
ID100143,100143,28,21.402,63.175,37.571,0,100,5,0.25,1
ID100214,100214,42,54.111,57.779,8.979,0,100,5,0.25,1
ID100340,100340,68,70.437,39.033,36.406,0,100,5,0.25,1
ID100403,100403,80,46.837,65.326,9.354,0,100,5,0.25,1
ID100455,100455,91,63.496,72.707,52.103,0,100,5,0.25,1
ID100616,100616,123,51.759,35.079,23.25,0,100,5,0.25,1
ID100706,100706,141,49.754,51.557,43.65,0,100,5,0.25,1
ID100911,100911,182,49.471,13.509,26.142,0,100,5,0.25,1
ID101172,101172,226,20.871,32.863,4.217,0,100,5,0.25,1
ID101179,101179,227,41.323,27.752,30.648,0,100,5,0.25,1
ID101249,101249,239,32.758,31.233,44.92,0,100,5,0.25,1
ID101452,101452,273,49.693,32.987,33.58,0,100,5,0.25,1
ID101470,101470,276,49.431,78.937,29.009,0,100,5,0.25,1
ID101566,101566,292,63.992,1.539,20.543,0,100,5,0.25,1
ID101611,101611,299,24.161,76.468,7.436,0,100,5,0.25,1
ID101612,101612,300,51.918,50.438,11.574,0,100,5,0.25,1
ID101624,101624,302,60.001,69.797,54.474,0,100,5,0.25,1
ID101725,101725,318,44.518,35.287,15.725,0,100,5,0.25,1
ID101916,101916,349,26.918,53.983,15.239,0,100,5,0.25,1
ID102044,102044,367,35.083,14.062,43.597,0,100,5,0.25,1
ID102164,102164,384,74.785,57.303,5.344,0,100,5,0.25,1
ID102251,102251,397,61.982,40.19,25.969,0,100,5,0.25,1
ID102498,102498,432,63.711,20.038,46.814,0,100,5,0.25,1
ID102548,102548,439,34.589,15.249,39.546,0,100,5,0.25,1
ID102610,102610,448,70.23,68.092,53.29,0,100,5,0.25,1
ID102805,102805,476,30.54,12.62,21.911,0,100,5,0.25,1
ID103292,103292,538,32.97,66.421,8.98,0,100,5,0.25,1
ID103409,103409,552,39.398,50.322,51.379,0,100,5,0.25,1
ID103537,103537,568,37.606,57.964,27.816,0,100,5,0.25,1
ID103550,103550,570,31.971,55.18,42.525,0,100,5,0.25,1
ID103656,103656,583,46.602,30.269,47.997,0,100,5,0.25,1
ID103772,103772,598,27.399,25.702,12.884,0,100,5,0.25,1
ID103831,103831,605,44.032,31.656,41.049,0,100,5,0.25,1
ID103892,103892,612,63.138,71.58,6.854,0,100,5,0.25,1
ID103944,103944,618,57.856,69.976,35.252,0,100,5,0.25,1
ID104025,104025,627,72.912,3.756,54.71,0,100,5,0.25,1
ID104969,104969,732,32.651,59.203,12.51,0,100,5,0.25,1
ID105120,105120,747,32.68,15.401,16.945,0,100,5,0.25,1
ID105178,105178,753,58.946,54.483,54.37,0,100,5,0.25,1
ID105188,105188,754,31.889,60.104,5.769,0,100,5,0.25,1
ID105861,105861,821,24.971,14.661,2.072,0,100,5,0.25,1
ID105950,105950,830,35.581,29.304,53.461,0,100,5,0.25,1
ID105971,105971,832,66.235,49.262,54.196,0,100,5,0.25,1
ID106277,106277,862,68.542,78.928,9.09,0,100,5,0.25,1
ID106309,106309,865,47.094,10.332,45.14,0,100,5,0.25,1
ID106487,106487,881,56.159,74.543,25.496,0,100,5,0.25,1
ID106510,106510,883,56.926,20.686,3.42,0,100,5,0.25,1
ID106605,106605,892,41.269,18.099,12.644,0,100,5,0.25,1
ID107224,107224,948,54.257,19.801,46.635,0,100,5,0.25,1
ID107585,107585,979,29.827,10.229,33.383,0,100,5,0.25,1
ID107768,107768,994,57.333,54.272,2.21,0,100,5,0.25,1
ID108778,108778,1076,51.96,42.894,45.457,0,100,5,0.25,1
ID109308,109308,1117,70.384,45.106,37.512,0,100,5,0.25,1
ID109518,109518,1133,61.265,75.741,35.734,0,100,5,0.25,1
ID110015,110015,1170,32.036,48.358,10.832,0,100,5,0.25,1
ID110042,110042,1172,39.26,15.857,39.469,0,100,5,0.25,1
ID110418,110418,1199,64.026,1.305,29.367,0,100,5,0.25,1
ID110535,110535,1207,24.968,65.685,2.796,0,100,5,0.25,1
ID110882,110882,1232,67.405,46.566,14.46,0,100,5,0.25,1
ID110938,110938,1236,26.416,52.764,53.37,0,100,5,0.25,1
ID110978,110978,1239,39.535,57.786,17.246,0,100,5,0.25,1
ID111683,111683,1286,33.701,15.178,47.046,0,100,5,0.25,1
ID111911,111911,1301,47.717,72.331,2.213,0,100,5,0.25,1
ID112128,112128,1315,20.099,37.306,29.45,0,100,5,0.25,1
ID112384,112384,1331,62.106,40.633,2.784,0,100,5,0.25,1
ID112479,112479,1337,43.271,68.427,20.45,0,100,5,0.25,1
ID113602,113602,1406,50.878,7.056,49.228,0,100,5,0.25,1
ID113842,113842,1420,37.945,31.804,47.407,0,100,5,0.25,1
ID114096,114096,1435,33.436,54.183,50.228,0,100,5,0.25,1
ID114301,114301,1447,28.734,19.343,30.585,0,100,5,0.25,1
ID115393,115393,1508,73.956,55.639,47.735,0,100,5,0.25,1
ID115445,115445,1511,37.711,55.487,14.306,0,100,5,0.25,1
ID115501,115501,1514,70.984,35.949,21.351,0,100,5,0.25,1
ID115668,115668,1523,73.963,80.225,38.06,0,100,5,0.25,1
ID115782,115782,1529,22.38,58.792,43.305,0,100,5,0.25,1
ID116702,116702,1577,46.974,78.299,16.438,0,100,5,0.25,1
ID117261,117261,1605,53.614,13.535,14.009,0,100,5,0.25,1
ID117323,117323,1608,29.512,55.473,10.959,0,100,5,0.25,1
ID117439,117439,1614,63.629,47.15,52.888,0,100,5,0.25,1
ID117662,117662,1625,25.849,50.925,52.81,0,100,5,0.25,1
ID118563,118563,1668,52.28,43.362,22.459,0,100,5,0.25,1
ID118732,118732,1676,46.442,38.277,36.295,0,100,5,0.25,1
ID119236,119236,1699,32.726,38.192,41.852,0,100,5,0.25,1
ID119323,119323,1703,21.536,58.111,46.616,0,100,5,0.25,1
ID120672,120672,1763,34.544,48.62,40.252,0,100,5,0.25,1
ID121135,121135,1783,53.72,12.381,48.03,0,100,5,0.25,1
ID123229,123229,1869,57.331,36.558,45.134,0,100,5,0.25,1
ID123502,123502,1880,43.73,56.214,23.468,0,100,5,0.25,1
ID123627,123627,1885,26.493,55.609,44.882,0,100,5,0.25,1
ID124256,124256,1909,52.568,69.065,34.326,0,100,5,0.25,1
ID124883,124883,1933,60.433,72.304,8.692,0,100,5,0.25,1
ID125016,125016,1938,20.975,44.659,10.262,0,100,5,0.25,1
ID126727,126727,2000,21.734,61.676,44.919,0,100,5,0.25,1
ID126783,126783,2002,20.075,15.101,12.646,0,100,5,0.25,1
ID126811,126811,2003,34.27,8.467,30.311,0,100,5,0.25,1
ID127336,127336,2021,68.57,37.226,34.454,0,100,5,0.25,1
ID127567,127567,2029,47.845,51.39,41.623,0,100,5,0.25,1
ID127986,127986,2043,67.9,20.065,32.159,0,100,5,0.25,1
ID128227,128227,2051,75.654,49.447,53.412,0,100,5,0.25,1
ID129182,129182,2083,39.875,4.669,37.48,0,100,5,0.25,1
